step,flux_to_10,flux_to_14,dissipation,entropy,m2,mass_error
2.963000000000000000e+03,-8.863489757854650357e-14,4.690828120141958815e-12,1.360125099052637552e+02,4.607573358104058384e-07,9.999999502333234425e-01,3.330669073875469621e-16
2.964000000000000000e+03,-8.863489762329759822e-14,4.690828120154196888e-12,1.360125099048527488e+02,4.584014088051879322e-07,9.999999505023806634e-01,2.220446049250313081e-16
2.965000000000000000e+03,-8.863489766780725095e-14,4.690828120166363067e-12,1.360125099044437604e+02,4.560575059941122487e-07,9.999999507699812717e-01,3.330669073875469621e-16
2.966000000000000000e+03,-8.863489771207683753e-14,4.690828120178458968e-12,1.360125099040369605e+02,4.537255658446214771e-07,9.999999510361343713e-01,2.220446049250313081e-16
2.967000000000000000e+03,-8.863489775610769587e-14,4.690828120190487014e-12,1.360125099036322354e+02,4.514055280006431833e-07,9.999999513008466234e-01,3.330669073875469621e-16
2.968000000000000000e+03,-8.863489779990091144e-14,4.690828120202440743e-12,1.360125099032295282e+02,4.490973316158102350e-07,9.999999515641264658e-01,4.440892098500626162e-16
2.969000000000000000e+03,-8.863489784345794836e-14,4.690828120214326618e-12,1.360125099028289242e+02,4.468009163512233148e-07,9.999999518259818920e-01,2.220446049250313081e-16
2.970000000000000000e+03,-8.863489788678006882e-14,4.690828120226144638e-12,1.360125099024303950e+02,4.445162227070868183e-07,9.999999520864197855e-01,3.330669073875469621e-16
2.971000000000000000e+03,-8.863489792986839614e-14,4.690828120237889956e-12,1.360125099020339405e+02,4.422431909110626552e-07,9.999999523454481398e-01,3.330669073875469621e-16
2.972000000000000000e+03,-8.863489797272435660e-14,4.690828120249570651e-12,1.360125099016395041e+02,4.399817614719649933e-07,9.999999526030749486e-01,3.330669073875469621e-16
2.973000000000000000e+03,-8.863489801534909878e-14,4.690828120261181876e-12,1.360125099012471139e+02,4.377318756224395291e-07,9.999999528593073173e-01,3.330669073875469621e-16
2.974000000000000000e+03,-8.863489805774392271e-14,4.690828120272726861e-12,1.360125099008567418e+02,4.354934744293830168e-07,9.999999531141532394e-01,3.330669073875469621e-16
2.975000000000000000e+03,-8.863489809991004008e-14,4.690828120284203992e-12,1.360125099004683875e+02,4.332664996807258832e-07,9.999999533676198205e-01,3.330669073875469621e-16
2.976000000000000000e+03,-8.863489814184867521e-14,4.690828120295613269e-12,1.360125099000820512e+02,4.310508932179100736e-07,9.999999536197146099e-01,3.330669073875469621e-16
2.977000000000000000e+03,-8.863489818356107766e-14,4.690828120306956306e-12,1.360125098996976760e+02,4.288465971565515104e-07,9.999999538704451574e-01,3.330669073875469621e-16
2.978000000000000000e+03,-8.863489822504843387e-14,4.690828120318232296e-12,1.360125098993152903e+02,4.266535538850658878e-07,9.999999541198190123e-01,3.330669073875469621e-16
2.979000000000000000e+03,-8.863489826631199340e-14,4.690828120329445279e-12,1.360125098989348658e+02,4.244717062853449484e-07,9.999999543678432801e-01,2.220446049250313081e-16
2.980000000000000000e+03,-8.863489830735294269e-14,4.690828120340592022e-12,1.360125098985564307e+02,4.223009976203732103e-07,9.999999546145248441e-01,3.330669073875469621e-16
2.981000000000000000e+03,-8.863489834817245556e-14,4.690828120351673335e-12,1.360125098981798999e+02,4.201413708667397995e-07,9.999999548598716981e-01,3.330669073875469621e-16
2.982000000000000000e+03,-8.863489838877180683e-14,4.690828120362692447e-12,1.360125098978053870e+02,4.179927697124917546e-07,9.999999551038909473e-01,2.220446049250313081e-16
2.983000000000000000e+03,-8.863489842915210720e-14,4.690828120373646127e-12,1.360125098974327500e+02,4.158551384447702357e-07,9.999999553465888091e-01,4.440892098500626162e-16
2.984000000000000000e+03,-8.863489846931448001e-14,4.690828120384533569e-12,1.360125098970620456e+02,4.137284206162099829e-07,9.999999555879741653e-01,2.220446049250313081e-16
2.985000000000000000e+03,-8.863489850926028841e-14,4.690828120395361234e-12,1.360125098966932740e+02,4.116125612640558942e-07,9.999999558280527889e-01,3.330669073875469621e-16
2.986000000000000000e+03,-8.863489854899052953e-14,4.690828120406124276e-12,1.360125098963264065e+02,4.095075049104428567e-07,9.999999560668322296e-01,3.330669073875469621e-16
2.987000000000000000e+03,-8.863489858850644029e-14,4.690828120416825925e-12,1.360125098959613581e+02,4.074131966713025881e-07,9.999999563043193707e-01,3.330669073875469621e-16
2.988000000000000000e+03,-8.863489862780914405e-14,4.690828120427464566e-12,1.360125098955982708e+02,4.053295816999455231e-07,9.999999565405215396e-01,2.220446049250313081e-16
2.989000000000000000e+03,-8.863489866689983985e-14,4.690828120438042623e-12,1.360125098952370593e+02,4.032566058518926323e-07,9.999999567754451757e-01,2.220446049250313081e-16
2.990000000000000000e+03,-8.863489870577956269e-14,4.690828120448556864e-12,1.360125098948777236e+02,4.011942150174472887e-07,9.999999570090971623e-01,4.440892098500626162e-16
2.991000000000000000e+03,-8.863489874444956213e-14,4.690828120459012136e-12,1.360125098945201501e+02,3.991423550093847336e-07,9.999999572414850491e-01,3.330669073875469621e-16
2.992000000000000000e+03,-8.863489878291094888e-14,4.690828120469406824e-12,1.360125098941645376e+02,3.971009724498479299e-07,9.999999574726152751e-01,3.330669073875469621e-16
2.993000000000000000e+03,-8.863489882116479580e-14,4.690828120479740119e-12,1.360125098938107158e+02,3.950700141029386976e-07,9.999999577024945019e-01,3.330669073875469621e-16
2.994000000000000000e+03,-8.863489885921226407e-14,4.690828120490013637e-12,1.360125098934587697e+02,3.930494267624263977e-07,9.999999579311298348e-01,3.330669073875469621e-16
2.995000000000000000e+03,-8.863489889705443919e-14,4.690828120500228187e-12,1.360125098931085859e+02,3.910391576945741625e-07,9.999999581585279351e-01,2.220446049250313081e-16
2.996000000000000000e+03,-8.863489893469244448e-14,4.690828120510382960e-12,1.360125098927601925e+02,3.890391545258597025e-07,9.999999583846952422e-01,2.220446049250313081e-16
2.997000000000000000e+03,-8.863489897212734018e-14,4.690828120520478764e-12,1.360125098924136182e+02,3.870493651307032596e-07,9.999999586096381954e-01,4.440892098500626162e-16
2.998000000000000000e+03,-8.863489900936028749e-14,4.690828120530514791e-12,1.360125098920688629e+02,3.850697370751121209e-07,9.999999588333643441e-01,3.330669073875469621e-16
2.999000000000000000e+03,-8.863489904639237187e-14,4.690828120540495889e-12,1.360125098917258697e+02,3.831002189477095158e-07,9.999999590558796836e-01,2.220446049250313081e-16
3.000000000000000000e+03,-8.967021983431161504e-14,4.707524857308796733e-12,1.357656519920792277e+02,3.811278984120648236e-07,9.999999592786428249e-01,3.330669073875469621e-16
3.001000000000000000e+03,-9.069213509137515045e-14,4.724057758044926680e-12,1.355227318202366291e+02,3.791530335628788518e-07,9.999999595016246801e-01,3.330669073875469621e-16
3.002000000000000000e+03,-9.170077334442344553e-14,4.740426650708806858e-12,1.352836806058137142e+02,3.771758794636830140e-07,9.999999597247954952e-01,2.220446049250313081e-16
3.003000000000000000e+03,-9.269629572249035492e-14,4.756633172609111093e-12,1.350484308688532735e+02,3.751966873065724289e-07,9.999999599481261825e-01,3.330669073875469621e-16
3.004000000000000000e+03,-9.367886147648772107e-14,4.772678944626829031e-12,1.348169163944175466e+02,3.732157042004364072e-07,9.999999601715887643e-01,3.330669073875469621e-16
3.005000000000000000e+03,-9.464862800051448899e-14,4.788565571380587554e-12,1.345890722076944712e+02,3.712331737373141146e-07,9.999999603951552629e-01,2.220446049250313081e-16
3.006000000000000000e+03,-9.560575085292872082e-14,4.804294641390311372e-12,1.343648345496094123e+02,3.692493361155983197e-07,9.999999606187972567e-01,3.330669073875469621e-16
3.007000000000000000e+03,-9.655038377718564066e-14,4.819867727239229252e-12,1.341441408529301782e+02,3.672644271539220193e-07,9.999999608424887665e-01,4.440892098500626162e-16
3.008000000000000000e+03,-9.748267872244394361e-14,4.835286385734264664e-12,1.339269297188560301e+02,3.652786793043201163e-07,9.999999610662029248e-01,3.330669073875469621e-16
3.009000000000000000e+03,-9.840278586394280496e-14,4.850552158064799528e-12,1.337131408940805954e+02,3.632923216670363495e-07,9.999999612899128643e-01,4.440892098500626162e-16
3.010000000000000000e+03,-9.931085362315231604e-14,4.865666569959841760e-12,1.335027152483189354e+02,3.613055787849002192e-07,9.999999615135939379e-01,3.330669073875469621e-16
3.011000000000000000e+03,-1.002070286876999465e-13,4.880631131843626512e-12,1.332955947522892473e+02,3.593186726581352472e-07,9.999999617372197225e-01,4.440892098500626162e-16
3.012000000000000000e+03,-1.010914560310747753e-13,4.895447338989619587e-12,1.330917224561391379e+02,3.573318206521001947e-07,9.999999619607662371e-01,2.220446049250313081e-16
3.013000000000000000e+03,-1.019642789321131751e-13,4.910116671673020792e-12,1.328910424683089957e+02,3.553452374025608216e-07,9.999999621842081687e-01,3.330669073875469621e-16
3.014000000000000000e+03,-1.028256389942665826e-13,4.924640595321667848e-12,1.326934999348214603e+02,3.533591331689507937e-07,9.999999624075222027e-01,3.330669073875469621e-16
3.015000000000000000e+03,-1.036756761646558590e-13,4.939020560665486283e-12,1.324990410189897432e+02,3.513737151859061879e-07,9.999999626306843581e-01,3.330669073875469621e-16
3.016000000000000000e+03,-1.045145287529123432e-13,4.953258003884389161e-12,1.323076128815353627e+02,3.493891867950030410e-07,9.999999628536717644e-01,3.330669073875469621e-16
3.017000000000000000e+03,-1.053423334498097869e-13,4.967354346754706632e-12,1.321191636611070521e+02,3.474057480204035346e-07,9.999999630764615510e-01,3.330669073875469621e-16
3.018000000000000000e+03,-1.061592253456882831e-13,4.981310996794136407e-12,1.319336424551931657e+02,3.454235953679438032e-07,9.999999632990312914e-01,3.330669073875469621e-16
3.019000000000000000e+03,-1.069653379486732424e-13,4.995129347405247480e-12,1.317509993014183465e+02,3.434429216247887783e-07,9.999999635213594473e-01,3.330669073875469621e-16
3.020000000000000000e+03,-1.077608032026908806e-13,5.008810778017519315e-12,1.315711851592177766e+02,3.414639164367887976e-07,9.999999637434242583e-01,3.330669073875469621e-16
3.021000000000000000e+03,-1.085457515052829195e-13,5.022356654227958514e-12,1.313941518918801705e+02,3.394867658871577936e-07,9.999999639652046302e-01,3.330669073875469621e-16
3.022000000000000000e+03,-1.093203117252231259e-13,5.035768327940309111e-12,1.312198522489530603e+02,3.375116525197352010e-07,9.999999641866801348e-01,2.220446049250313081e-16
3.023000000000000000e+03,-1.100846112199366096e-13,5.049047137502850847e-12,1.310482398490017886e+02,3.355387559178342963e-07,9.999999644078298999e-01,4.440892098500626162e-16
3.024000000000000000e+03,-1.108387758527252261e-13,5.062194407844809653e-12,1.308792691627157865e+02,3.335682513961628649e-07,9.999999646286352739e-01,3.330669073875469621e-16
3.025000000000000000e+03,-1.115829300098009141e-13,5.075211450611402158e-12,1.307128954963548608e+02,3.316003121348606137e-07,9.999999648490756066e-01,4.440892098500626162e-16
3.026000000000000000e+03,-1.123171966171283045e-13,5.088099564297505323e-12,1.305490749755277307e+02,3.296351069840775452e-07,9.999999650691326902e-01,4.440892098500626162e-16
3.027000000000000000e+03,-1.130416971570801364e-13,5.100860034380006963e-12,1.303877645292977263e+02,3.276728020436928398e-07,9.999999652887876511e-01,3.330669073875469621e-16
3.028000000000000000e+03,-1.137565516849059341e-13,5.113494133448787852e-12,1.302289218746064705e+02,3.257135602449974172e-07,9.999999655080218375e-01,3.330669073875469621e-16
3.029000000000000000e+03,-1.144618788450173525e-13,5.126003121336412175e-12,1.300725055010116762e+02,3.237575431629103923e-07,9.999999657268174857e-01,3.330669073875469621e-16
3.030000000000000000e+03,-1.151577958870911379e-13,5.138595918807796218e-12,1.299184746557305914e+02,3.218049084296697436e-07,9.999999659451566103e-01,5.551115123125782702e-16
3.031000000000000000e+03,-1.158444186819925819e-13,5.151380401851942721e-12,1.297667893289838048e+02,3.198558085162474641e-07,9.999999661630232239e-01,4.440892098500626162e-16
3.032000000000000000e+03,-1.165218617375208825e-13,5.164348835688383215e-12,1.296174102396332160e+02,3.179103938343324447e-07,9.999999663803995631e-01,3.330669073875469621e-16
3.033000000000000000e+03,-1.171902382139780521e-13,5.177493698372502051e-12,1.294702988211075478e+02,3.159688112091776099e-07,9.999999665972691965e-01,5.551115123125782702e-16
3.034000000000000000e+03,-1.178496599395648569e-13,5.190807674881972114e-12,1.293254172076101725e+02,3.140312039070111748e-07,9.999999668136168030e-01,3.330669073875469621e-16
3.035000000000000000e+03,-1.185002374256034602e-13,5.204283651373538053e-12,1.291827282206034795e+02,3.120977131059756911e-07,9.999999670294261733e-01,4.440892098500626162e-16
3.036000000000000000e+03,-1.191420798815903518e-13,5.217914709605499775e-12,1.290421953555633081e+02,3.101684762586610001e-07,9.999999672446822085e-01,5.551115123125782702e-16
3.037000000000000000e+03,-1.197752952300810050e-13,5.231694121521370142e-12,1.289037827689990934e+02,3.082436277863069723e-07,9.999999674593704757e-01,3.330669073875469621e-16
3.038000000000000000e+03,-1.203999901214077241e-13,5.245615343990125075e-12,1.287674552657330196e+02,3.063232996621684388e-07,9.999999676734758758e-01,2.220446049250313081e-16
3.039000000000000000e+03,-1.210162699482325502e-13,5.259672013698740505e-12,1.286331782864342301e+02,3.044076209958488074e-07,9.999999678869835318e-01,4.440892098500626162e-16
3.040000000000000000e+03,-1.216242388599381791e-13,5.273857942192692073e-12,1.285009178954017273e+02,3.024967171736978349e-07,9.999999680998805651e-01,5.551115123125782702e-16
3.041000000000000000e+03,-1.222239997768567156e-13,5.288167111060215426e-12,1.283706407685913859e+02,3.005907112197920849e-07,9.999999683121534311e-01,4.440892098500626162e-16
3.042000000000000000e+03,-1.228156544043395181e-13,5.302593667256250173e-12,1.282423141818823638e+02,2.986897236027267126e-07,9.999999685237883629e-01,3.330669073875469621e-16
3.043000000000000000e+03,-1.233993032466696256e-13,5.317131918562043885e-12,1.281159059995772225e+02,2.967938715984264074e-07,9.999999687347727040e-01,4.440892098500626162e-16
3.044000000000000000e+03,-1.239750456208181793e-13,5.331776329176544394e-12,1.279913846631319103e+02,2.949032698742951528e-07,9.999999689450937979e-01,5.551115123125782702e-16
3.045000000000000000e+03,-1.245429796700465052e-13,5.346521515435735268e-12,1.278687191801101761e+02,2.930180300742465274e-07,9.999999691547398761e-01,5.551115123125782702e-16
3.046000000000000000e+03,-1.251032023773560782e-13,5.361362241656218835e-12,1.277478791133582519e+02,2.911382617360680213e-07,9.999999693636982823e-01,5.551115123125782702e-16
3.047000000000000000e+03,-1.256558095787873297e-13,5.376293416099423784e-12,1.276288345703951990e+02,2.892640708773713161e-07,9.999999695719583581e-01,4.440892098500626162e-16
3.048000000000000000e+03,-1.262008959765700715e-13,5.391310087052942833e-12,1.275115561930142576e+02,2.873955619122542034e-07,9.999999697795076692e-01,5.551115123125782702e-16
3.049000000000000000e+03,-1.267385551521250599e-13,5.406407439025476063e-12,1.273960151470916742e+02,2.855328357932324355e-07,9.999999699863357794e-01,6.661338147750939243e-16
3.050000000000000000e+03,-1.272688795789216207e-13,5.421580789052151971e-12,1.272821831125974512e+02,2.836759905956802301e-07,9.999999701924331408e-01,3.330669073875469621e-16
3.051000000000000000e+03,-1.277919606351894168e-13,5.436825583106891674e-12,1.271700322738055320e+02,2.818251233235226131e-07,9.999999703977875409e-01,4.440892098500626162e-16
3.052000000000000000e+03,-1.283078886164879182e-13,5.452137392618661825e-12,1.270595353096978926e+02,2.799803270519858180e-07,9.999999706023898760e-01,4.440892098500626162e-16
3.053000000000000000e+03,-1.288167527481357447e-13,5.467511911088570864e-12,1.269506653845593576e+02,2.781416929553129519e-07,9.999999708062301540e-01,5.551115123125782702e-16
3.054000000000000000e+03,-1.293186411974992257e-13,5.482944950804759989e-12,1.268433961387595303e+02,2.763093095588973777e-07,9.999999710092990490e-01,5.551115123125782702e-16
3.055000000000000000e+03,-1.298136410861436348e-13,5.498432439652226031e-12,1.267377016797167499e+02,2.744832631016005280e-07,9.999999712115872352e-01,4.440892098500626162e-16
3.056000000000000000e+03,-1.303018385018478320e-13,5.513970418014712590e-12,1.266335565730422559e+02,2.726636373429150607e-07,9.999999714130858308e-01,5.551115123125782702e-16
3.057000000000000000e+03,-1.307833185104840289e-13,5.529555035765915690e-12,1.265309358338588623e+02,2.708505135921143863e-07,9.999999716137863981e-01,4.440892098500626162e-16
3.058000000000000000e+03,-1.312581651677638645e-13,5.545182549347369707e-12,1.264298149182924362e+02,2.690439712924516090e-07,9.999999718136798332e-01,5.551115123125782702e-16
3.059000000000000000e+03,-1.317264615308525334e-13,5.560849318930347072e-12,1.263301697151312482e+02,2.672440867179053172e-07,9.999999720127590308e-01,5.551115123125782702e-16
3.060000000000000000e+03,-1.321882896698528331e-13,5.576551805659333806e-12,1.262319765376505813e+02,2.654509346674441595e-07,9.999999722110155531e-01,5.551115123125782702e-16
3.061000000000000000e+03,-1.326437306791591064e-13,5.592286568974546046e-12,1.261352121155990602e+02,2.636645871616020109e-07,9.999999724084422947e-01,4.440892098500626162e-16
3.062000000000000000e+03,-1.330928646886846889e-13,5.608050264011188569e-12,1.260398535873432309e+02,2.618851144704215935e-07,9.999999726050314841e-01,3.330669073875469621e-16
3.063000000000000000e+03,-1.335357708749619264e-13,5.623839639073063455e-12,1.259458784921674237e+02,2.601125844759586335e-07,9.999999728007760158e-01,3.330669073875469621e-16
3.064000000000000000e+03,-1.339725274721185240e-13,5.639651533178384171e-12,1.258532647627255727e+02,2.583470612996651823e-07,9.999999729956692285e-01,4.440892098500626162e-16
3.065000000000000000e+03,-1.344032117827292437e-13,5.655482873675519548e-12,1.257619907176420355e+02,2.565886089813919898e-07,9.999999731897049049e-01,3.330669073875469621e-16
3.066000000000000000e+03,-1.348279001885463053e-13,5.671330673926639264e-12,1.256720350542582025e+02,2.548372900396424528e-07,9.999999733828763837e-01,3.330669073875469621e-16
3.067000000000000000e+03,-1.352466681611084930e-13,5.687192031057154114e-12,1.255833768415221385e+02,2.530931641998805465e-07,9.999999735751770036e-01,5.551115123125782702e-16
3.068000000000000000e+03,-1.356595902722310114e-13,5.703064123769009940e-12,1.254959955130184710e+02,2.513562882747832355e-07,9.999999737666021016e-01,4.440892098500626162e-16
3.069000000000000000e+03,-1.360667402043775290e-13,5.718944210215882782e-12,1.254098708601350154e+02,2.496267179684585034e-07,9.999999739571454604e-01,4.440892098500626162e-16
3.070000000000000000e+03,-1.364681907609145884e-13,5.734829625938398738e-12,1.253249830253642756e+02,2.479045067939321640e-07,9.999999741468015291e-01,5.551115123125782702e-16
3.071000000000000000e+03,-1.368640138762512573e-13,5.750717781857593329e-12,1.252413124957366364e+02,2.461897058786586146e-07,9.999999743355656445e-01,4.440892098500626162e-16
3.072000000000000000e+03,-1.372542806258644028e-13,5.766606162324837244e-12,1.251588400963821357e+02,2.444823651021339943e-07,9.999999745234326998e-01,3.330669073875469621e-16
3.073000000000000000e+03,-1.376390612362103433e-13,5.782492323226507056e-12,1.250775469842193388e+02,2.427825321239220127e-07,9.999999747103978098e-01,3.330669073875469621e-16
3.074000000000000000e+03,-1.380184250945257072e-13,5.798373890141789384e-12,1.249974146417674064e+02,2.410902527437718599e-07,9.999999748964565338e-01,4.440892098500626162e-16
3.075000000000000000e+03,-1.383924407585171435e-13,5.814248556551978644e-12,1.249184248710802763e+02,2.394055709284963625e-07,9.999999750816046529e-01,3.330669073875469621e-16
3.076000000000000000e+03,-1.387611759659418801e-13,5.830114082099732813e-12,1.248405597877990232e+02,2.377285289496883700e-07,9.999999752658379482e-01,4.440892098500626162e-16
3.077000000000000000e+03,-1.391246976440802643e-13,5.845968290896774171e-12,1.247638018153211590e+02,2.360591671881877517e-07,9.999999754491526449e-01,5.551115123125782702e-16
3.078000000000000000e+03,-1.394830719191014480e-13,5.861809069878576984e-12,1.246881336790840180e+02,2.343975242714247987e-07,9.999999756315451904e-01,4.440892098500626162e-16
3.079000000000000000e+03,-1.398363641253235539e-13,5.877634367204651896e-12,1.246135384009599960e+02,2.327436373215938358e-07,9.999999758130118099e-01,4.440892098500626162e-16
3.080000000000000000e+03,-1.401846388143687541e-13,5.893442190702996438e-12,1.245399992937611984e+02,2.310975415374962695e-07,9.999999759935493948e-01,5.551115123125782702e-16
3.081000000000000000e+03,-1.405279597642157325e-13,5.909230606357455529e-12,1.244674999558517356e+02,2.294592706643632415e-07,9.999999761731546144e-01,5.551115123125782702e-16
3.082000000000000000e+03,-1.408663899881493308e-13,5.924997736836641340e-12,1.243960242658651225e+02,2.278288562422287667e-07,9.999999763518254703e-01,3.330669073875469621e-16
3.083000000000000000e+03,-1.411999917436095486e-13,5.940741760063214567e-12,1.243255563775246202e+02,2.262063292965891255e-07,9.999999765295579657e-01,4.440892098500626162e-16
3.084000000000000000e+03,-1.415288265409399724e-13,5.956460907822272601e-12,1.242560807145648738e+02,2.245917182540939094e-07,9.999999767063503242e-01,3.330669073875469621e-16
3.085000000000000000e+03,-1.418529551520385388e-13,5.972153464407727427e-12,1.241875819657523579e+02,2.229850505217629291e-07,9.999999768821998813e-01,2.220446049250313081e-16
3.086000000000000000e+03,-1.421724376189089877e-13,5.987817765305465591e-12,1.241200450800026402e+02,2.213863519565646014e-07,9.999999770571041946e-01,4.440892098500626162e-16
3.087000000000000000e+03,-1.424873332621166189e-13,6.003452195912260305e-12,1.240534552615930863e+02,2.197956463347785538e-07,9.999999772310621537e-01,3.330669073875469621e-16
3.088000000000000000e+03,-1.427977006891488287e-13,6.019055190289335472e-12,1.239877979654683884e+02,2.182129568195411123e-07,9.999999774040710943e-01,2.220446049250313081e-16
3.089000000000000000e+03,-1.431035978026794951e-13,6.034625229949534731e-12,1.239230588926371865e+02,2.166383048746579756e-07,9.999999775761290177e-01,4.440892098500626162e-16
3.090000000000000000e+03,-1.434050818087419294e-13,6.050160842677139903e-12,1.238592239856586303e+02,2.150717097333057625e-07,9.999999777472357021e-01,3.330669073875469621e-16
3.091000000000000000e+03,-1.437022092248077970e-13,6.065660601379321014e-12,1.237962794242161522e+02,2.135131903090002018e-07,9.999999779173889269e-01,2.220446049250313081e-16
3.092000000000000000e+03,-1.439950358877752112e-13,6.081123122968309947e-12,1.237342116207768470e+02,2.119627639977145937e-07,9.999999780865869159e-01,4.440892098500626162e-16
3.093000000000000000e+03,-1.442836169618664800e-13,6.096547067273367125e-12,1.236730072163357477e+02,2.104204459238607418e-07,9.999999782548298910e-01,2.220446049250313081e-16
3.094000000000000000e+03,-1.445680069464365672e-13,6.111931135981694677e-12,1.236126530762417985e+02,2.088862509615984039e-07,9.999999784221160759e-01,2.220446049250313081e-16
3.095000000000000000e+03,-1.448482596836923427e-13,6.127274071607382465e-12,1.235531362861049161e+02,2.073601922032026021e-07,9.999999785884448045e-01,3.330669073875469621e-16
3.096000000000000000e+03,-1.451244283663256252e-13,6.142574656487617132e-12,1.234944441477823744e+02,2.058422814256015360e-07,9.999999787538156326e-01,3.330669073875469621e-16
3.097000000000000000e+03,-1.453965655450587574e-13,6.157831711805331868e-12,1.234365641754422285e+02,2.043325291125935149e-07,9.999999789182283383e-01,1.110223024625156540e-16
3.098000000000000000e+03,-1.456647231361051850e-13,6.173044096637497140e-12,1.233794840917034890e+02,2.028309450319435287e-07,9.999999790816818113e-01,2.220446049250313081e-16
3.099000000000000000e+03,-1.459289524285451421e-13,6.188210707028331868e-12,1.233231918238501379e+02,2.013375372579352047e-07,9.999999792441760516e-01,3.330669073875469621e-16
3.100000000000000000e+03,-1.461893040916184370e-13,6.203330475086704780e-12,1.232676755001184858e+02,1.998523124149339937e-07,9.999999794057117253e-01,2.220446049250313081e-16
3.101000000000000000e+03,-1.464458281819336056e-13,6.218402368106984399e-12,1.232129234460559815e+02,1.983752766978724006e-07,9.999999795662881663e-01,3.330669073875469621e-16
3.102000000000000000e+03,-1.466985741505958568e-13,6.233425387712697892e-12,1.231589241809501942e+02,1.969064347830778197e-07,9.999999797259055967e-01,2.220446049250313081e-16
3.103000000000000000e+03,-1.469475908502543897e-13,6.248398569022309730e-12,1.231056664143263504e+02,1.954457904042001200e-07,9.999999798845640164e-01,5.551115123125782702e-16
3.104000000000000000e+03,-1.471929265420691084e-13,6.263320979836472303e-12,1.230531390425124130e+02,1.939933453735923149e-07,9.999999800422652019e-01,3.330669073875469621e-16
3.105000000000000000e+03,-1.474346289025989298e-13,6.278191719846162857e-12,1.230013311452700009e+02,1.925491017120803311e-07,9.999999801990084869e-01,3.330669073875469621e-16
3.106000000000000000e+03,-1.476727450306112313e-13,6.293009919861038681e-12,1.229502319824899388e+02,1.911130596706738330e-07,9.999999803547947597e-01,3.330669073875469621e-16
3.107000000000000000e+03,-1.479073214538149365e-13,6.307774741057510549e-12,1.228998309909514148e+02,1.896852184165771471e-07,9.999999805096251304e-01,1.110223024625156540e-16
3.108000000000000000e+03,-1.481384041355161783e-13,6.322485374245897047e-12,1.228501177811429415e+02,1.882655768299880473e-07,9.999999806634993771e-01,4.440892098500626162e-16
3.109000000000000000e+03,-1.483660384811988886e-13,6.337141039156124223e-12,1.228010821341443517e+02,1.868541315251045882e-07,9.999999808164199422e-01,4.440892098500626162e-16
3.110000000000000000e+03,-1.485902693450308687e-13,6.351740983741499625e-12,1.227527139985687086e+02,1.854508789787242746e-07,9.999999809683877139e-01,2.220446049250313081e-16
3.111000000000000000e+03,-1.488111410362949115e-13,6.366284483499944365e-12,1.227050034875620241e+02,1.840558149940732123e-07,9.999999811194031363e-01,3.330669073875469621e-16
3.112000000000000000e+03,-1.490286973257481814e-13,6.380770840812269635e-12,1.226579408758610867e+02,1.826689339423591481e-07,9.999999812694677637e-01,3.330669073875469621e-16
3.113000000000000000e+03,-1.492429814519085903e-13,6.395199384296984712e-12,1.226115165969067391e+02,1.812902292253367980e-07,9.999999814185833724e-01,2.220446049250313081e-16
3.114000000000000000e+03,-1.494540361272694059e-13,6.409569468181147749e-12,1.225657212400127207e+02,1.799196937376416171e-07,9.999999815667510727e-01,2.220446049250313081e-16
3.115000000000000000e+03,-1.496619035444438596e-13,6.423880471686833634e-12,1.225205455475882275e+02,1.785573191076479030e-07,9.999999817139728631e-01,1.110223024625156540e-16
3.116000000000000000e+03,-1.498666253822396532e-13,6.438131798432769794e-12,1.224759804124134206e+02,1.772030967144527889e-07,9.999999818602496315e-01,3.330669073875469621e-16
3.117000000000000000e+03,-1.500682428116638187e-13,6.452322875850706953e-12,1.224320168749666209e+02,1.758570161511190583e-07,9.999999820055842648e-01,1.110223024625156540e-16
3.118000000000000000e+03,-1.502667965018602784e-13,6.466453154616124199e-12,1.223886461208025480e+02,1.745190671293800019e-07,9.999999821499778729e-01,2.220446049250313081e-16
3.119000000000000000e+03,-1.504623266259787936e-13,6.480522108092850707e-12,1.223458594779802269e+02,1.731892381644708421e-07,9.999999822934324545e-01,2.220446049250313081e-16
3.120000000000000000e+03,-1.506548728669776487e-13,6.494529231791229319e-12,1.223036484145396372e+02,1.718675168140454662e-07,9.999999824359504519e-01,2.220446049250313081e-16
3.121000000000000000e+03,-1.508444744233603486e-13,6.508474042839444737e-12,1.222620045360263958e+02,1.705538901389133284e-07,9.999999825775338635e-01,2.220446049250313081e-16
3.122000000000000000e+03,-1.510311700148465062e-13,6.522356079467647164e-12,1.222209195830629795e+02,1.692483443863947369e-07,9.999999827181849099e-01,1.110223024625156540e-16
3.123000000000000000e+03,-1.512149978879786114e-13,6.536174900504513539e-12,1.221803854289664173e+02,1.679508654506106286e-07,9.999999828579051453e-01,3.330669073875469621e-16
3.124000000000000000e+03,-1.513959958216645553e-13,6.549930084885911952e-12,1.221403940774105763e+02,1.666614375561929447e-07,9.999999829966981224e-01,2.220446049250313081e-16
3.125000000000000000e+03,-1.515742011326573228e-13,6.563621231175344486e-12,1.221009376601326579e+02,1.653800453834657585e-07,9.999999831345651735e-01,3.330669073875469621e-16
3.126000000000000000e+03,-1.517496506809717284e-13,6.577247957095811464e-12,1.220620084346835057e+02,1.641066719745601361e-07,9.999999832715096293e-01,3.330669073875469621e-16
