step,flux_to_10,flux_to_14,dissipation,entropy,m2,mass_error
1.435000000000000000e+03,-8.860752124926737262e-14,4.690759741282476360e-12,1.360115045482403957e+02,1.014199849569362476e-03,9.998015021338745312e-01,5.551115123125782702e-16
1.436000000000000000e+03,-8.860765728897961584e-14,4.690760275146035198e-12,1.360115137123419515e+02,1.009244128404990703e-03,9.998025768689076109e-01,3.330669073875469621e-16
1.437000000000000000e+03,-8.860779268030212782e-14,4.690760804797970826e-12,1.360115227961981361e+02,1.004312354294516294e-03,9.998036457822387923e-01,5.551115123125782702e-16
1.438000000000000000e+03,-8.860792742612142002e-14,4.690761330271722670e-12,1.360115318004962717e+02,9.994044130655606664e-04,9.998047089054344916e-01,4.440892098500626162e-16
1.439000000000000000e+03,-8.860806152931273266e-14,4.690761851600472463e-12,1.360115407259175981e+02,9.945201910823071347e-04,9.998057662698875969e-01,4.440892098500626162e-16
1.440000000000000000e+03,-8.860819499273987066e-14,4.690762368817124062e-12,1.360115495731376996e+02,9.896595752417246348e-04,9.998068179068212435e-01,5.551115123125782702e-16
1.441000000000000000e+03,-8.860832781925549388e-14,4.690762881954329291e-12,1.360115583428265040e+02,9.848224529713607220e-04,9.998078638472891466e-01,4.440892098500626162e-16
1.442000000000000000e+03,-8.860846001170109193e-14,4.690763391044475825e-12,1.360115670356481985e+02,9.800087122273594322e-04,9.998089041221757123e-01,4.440892098500626162e-16
1.443000000000000000e+03,-8.860859157290682005e-14,4.690763896119692846e-12,1.360115756522613424e+02,9.752182414914930620e-04,9.998099387621979250e-01,4.440892098500626162e-16
1.444000000000000000e+03,-8.860872250569177682e-14,4.690764397211855886e-12,1.360115841933189813e+02,9.704509297686435667e-04,9.998109677979064580e-01,3.330669073875469621e-16
1.445000000000000000e+03,-8.860885281286396627e-14,4.690764894352587642e-12,1.360115926594685902e+02,9.657066665854009040e-04,9.998119912596846737e-01,4.440892098500626162e-16
1.446000000000000000e+03,-8.860898249722020954e-14,4.690765387573252313e-12,1.360116010513523008e+02,9.609853419861239107e-04,9.998130091777525097e-01,4.440892098500626162e-16
1.447000000000000000e+03,-8.860911156154635946e-14,4.690765876904970148e-12,1.360116093696065604e+02,9.562868465317739177e-04,9.998140215821648136e-01,3.330669073875469621e-16
1.448000000000000000e+03,-8.860924000861718693e-14,4.690766362378612593e-12,1.360116176148625868e+02,9.516110712972119428e-04,9.998150285028133410e-01,3.330669073875469621e-16
1.449000000000000000e+03,-8.860936784119646929e-14,4.690766844024803102e-12,1.360116257877461976e+02,9.469579078686106996e-04,9.998160299694274222e-01,4.440892098500626162e-16
1.450000000000000000e+03,-8.860949506203705341e-14,4.690767321873922790e-12,1.360116338888781229e+02,9.423272483412075892e-04,9.998170260115750718e-01,5.551115123125782702e-16
1.451000000000000000e+03,-8.860962167388086834e-14,4.690767795956112053e-12,1.360116419188735222e+02,9.377189853167363330e-04,9.998180166586645434e-01,3.330669073875469621e-16
1.452000000000000000e+03,-8.860974767945891267e-14,4.690768266301267329e-12,1.360116498783425243e+02,9.331330119018600841e-04,9.998190019399428863e-01,2.220446049250313081e-16
1.453000000000000000e+03,-8.860987308149133026e-14,4.690768732939049182e-12,1.360116577678901422e+02,9.285692217053968453e-04,9.998199818844982767e-01,4.440892098500626162e-16
1.454000000000000000e+03,-8.860999788268739763e-14,4.690769195898882302e-12,1.360116655881161023e+02,9.240275088351082794e-04,9.998209565212629046e-01,4.440892098500626162e-16
1.455000000000000000e+03,-8.861012208574573851e-14,4.690769655209957117e-12,1.360116733396152142e+02,9.195077678969342623e-04,9.998219258790100872e-01,3.330669073875469621e-16
1.456000000000000000e+03,-8.861024569335407143e-14,4.690770110901229794e-12,1.360116810229771147e+02,9.150098939919111465e-04,9.998228899863571550e-01,4.440892098500626162e-16
1.457000000000000000e+03,-8.861036870818938640e-14,4.690770563001427896e-12,1.360116886387865236e+02,9.105337827136462210e-04,9.998238488717666739e-01,4.440892098500626162e-16
1.458000000000000000e+03,-8.861049113291807115e-14,4.690771011539049574e-12,1.360116961876233290e+02,9.060793301465829876e-04,9.998248025635462222e-01,3.330669073875469621e-16
1.459000000000000000e+03,-8.861061297019574703e-14,4.690771456542363561e-12,1.360117036700622180e+02,9.016464328638252755e-04,9.998257510898491685e-01,4.440892098500626162e-16
1.460000000000000000e+03,-8.861073422266738261e-14,4.690771898039414029e-12,1.360117110866733583e+02,8.972349879237538801e-04,9.998266944786772248e-01,4.440892098500626162e-16
1.461000000000000000e+03,-8.861085489296750826e-14,4.690772336058028656e-12,1.360117184380217168e+02,8.928448928693087129e-04,9.998276327578792255e-01,2.220446049250313081e-16
1.462000000000000000e+03,-8.861097498371993845e-14,4.690772770625804096e-12,1.360117257246677411e+02,8.884760457252864271e-04,9.998285659551520155e-01,5.551115123125782702e-16
1.463000000000000000e+03,-8.861109449753793588e-14,4.690773201770118895e-12,1.360117329471671610e+02,8.841283449947543111e-04,9.998294940980443357e-01,4.440892098500626162e-16
1.464000000000000000e+03,-8.861121343702436286e-14,4.690773629518141575e-12,1.360117401060707039e+02,8.798016896591363736e-04,9.998304172139531598e-01,4.440892098500626162e-16
1.465000000000000000e+03,-8.861133180477154255e-14,4.690774053896812050e-12,1.360117472019248055e+02,8.754959791743101077e-04,9.998313353301275797e-01,5.551115123125782702e-16
1.466000000000000000e+03,-8.861144960336130941e-14,4.690774474932865057e-12,1.360117542352710700e+02,8.712111134688229784e-04,9.998322484736692495e-01,4.440892098500626162e-16
1.467000000000000000e+03,-8.861156683536527426e-14,4.690774892652822074e-12,1.360117612066464403e+02,8.669469929424438196e-04,9.998331566715312757e-01,5.551115123125782702e-16
1.468000000000000000e+03,-8.861168350334438252e-14,4.690775307082981628e-12,1.360117681165835108e+02,8.627035184625089651e-04,9.998340599505223247e-01,3.330669073875469621e-16
1.469000000000000000e+03,-8.861179960984957054e-14,4.690775718249451609e-12,1.360117749656101864e+02,8.584805913638217422e-04,9.998349583373030702e-01,5.551115123125782702e-16
1.470000000000000000e+03,-8.861191515742112191e-14,4.690776126178114528e-12,1.360117817542500802e+02,8.542781134437912351e-04,9.998358518583925214e-01,3.330669073875469621e-16
1.471000000000000000e+03,-8.861203014858933636e-14,4.690776530894659030e-12,1.360117884830221158e+02,8.500959869634572893e-04,9.998367405401623609e-01,5.551115123125782702e-16
1.472000000000000000e+03,-8.861214458587406283e-14,4.690776932424560500e-12,1.360117951524410955e+02,8.459341146422014483e-04,9.998376244088443832e-01,3.330669073875469621e-16
1.473000000000000000e+03,-8.861225847178506545e-14,4.690777330793098838e-12,1.360118017630172744e+02,8.417923996582310497e-04,9.998385034905254987e-01,2.220446049250313081e-16
1.474000000000000000e+03,-8.861237180882182158e-14,4.690777726025345532e-12,1.360118083152566442e+02,8.376707456450795293e-04,9.998393778111517305e-01,3.330669073875469621e-16
1.475000000000000000e+03,-8.861248459947372381e-14,4.690778118146176586e-12,1.360118148096608763e+02,8.335690566894454973e-04,9.998402473965287696e-01,3.330669073875469621e-16
1.476000000000000000e+03,-8.861259684622004207e-14,4.690778507180270902e-12,1.360118212467275214e+02,8.294872373299240053e-04,9.998411122723215305e-01,4.440892098500626162e-16
1.477000000000000000e+03,-8.861270855152991097e-14,4.690778893152107854e-12,1.360118276269496960e+02,8.254251925540849466e-04,9.998419724640561501e-01,4.440892098500626162e-16
1.478000000000000000e+03,-8.861281971786250659e-14,4.690779276085973757e-12,1.360118339508164809e+02,8.213828277966654743e-04,9.998428279971205423e-01,3.330669073875469621e-16
1.479000000000000000e+03,-8.861293034766686967e-14,4.690779656005960247e-12,1.360118402188128357e+02,8.173600489381013410e-04,9.998436788967637323e-01,3.330669073875469621e-16
1.480000000000000000e+03,-8.861304044338212029e-14,4.690780032935966703e-12,1.360118464314194568e+02,8.133567623017401741e-04,9.998445251880978546e-01,3.330669073875469621e-16
1.481000000000000000e+03,-8.861315000743735680e-14,4.690780406899704290e-12,1.360118525891130901e+02,8.093728746518300638e-04,9.998453668960995966e-01,4.440892098500626162e-16
1.482000000000000000e+03,-8.861325904225187045e-14,4.690780777920693534e-12,1.360118586923664736e+02,8.054082931917459168e-04,9.998462040456095323e-01,4.440892098500626162e-16
1.483000000000000000e+03,-8.861336755023494341e-14,4.690781146022269974e-12,1.360118647416482531e+02,8.014629255619939822e-04,9.998470366613333438e-01,4.440892098500626162e-16
1.484000000000000000e+03,-8.861347553378602551e-14,4.690781511227579321e-12,1.360118707374230098e+02,7.975366798378944778e-04,9.998478647678429310e-01,3.330669073875469621e-16
1.485000000000000000e+03,-8.861358299529482255e-14,4.690781873559587953e-12,1.360118766801516301e+02,7.936294645280479862e-04,9.998486883895764121e-01,3.330669073875469621e-16
1.486000000000000000e+03,-8.861368993714099341e-14,4.690782233041071609e-12,1.360118825702908509e+02,7.897411885718091549e-04,9.998495075508394558e-01,3.330669073875469621e-16
1.487000000000000000e+03,-8.861379636169474325e-14,4.690782589694634778e-12,1.360118884082936859e+02,7.858717613375429747e-04,9.998503222758060582e-01,4.440892098500626162e-16
1.488000000000000000e+03,-8.861390227131634389e-14,4.690782943542695345e-12,1.360118941946093116e+02,7.820210926206708300e-04,9.998511325885185430e-01,4.440892098500626162e-16
1.489000000000000000e+03,-8.861400766835646200e-14,4.690783294607495100e-12,1.360118999296829259e+02,7.781890926414961312e-04,9.998519385128893378e-01,3.330669073875469621e-16
1.490000000000000000e+03,-8.861411255515600760e-14,4.690783642911096500e-12,1.360119056139560882e+02,7.743756720439272335e-04,9.998527400727000858e-01,5.551115123125782702e-16
1.491000000000000000e+03,-8.861421693404624768e-14,4.690783988475385903e-12,1.360119112478666921e+02,7.705807418918785359e-04,9.998535372916054209e-01,2.220446049250313081e-16
1.492000000000000000e+03,-8.861432080734898291e-14,4.690784331322083265e-12,1.360119168318487084e+02,7.668042136700027513e-04,9.998543301931283045e-01,4.440892098500626162e-16
1.493000000000000000e+03,-8.861442417737616896e-14,4.690784671472719513e-12,1.360119223663325272e+02,7.630459992785522221e-04,9.998551188006675750e-01,3.330669073875469621e-16
1.494000000000000000e+03,-8.861452704643058547e-14,4.690785008948675328e-12,1.360119278517449857e+02,7.593060110344577009e-04,9.998559031374922856e-01,4.440892098500626162e-16
1.495000000000000000e+03,-8.861462941680511662e-14,4.690785343771140752e-12,1.360119332885090273e+02,7.555841616667583307e-04,9.998566832267474780e-01,3.330669073875469621e-16
1.496000000000000000e+03,-8.861473129078347055e-14,4.690785675961153151e-12,1.360119386770444123e+02,7.518803643171408178e-04,9.998574590914504068e-01,3.330669073875469621e-16
1.497000000000000000e+03,-8.861483267063971237e-14,4.690786005539572180e-12,1.360119440177668650e+02,7.481945325360456287e-04,9.998582307544952030e-01,4.440892098500626162e-16
1.498000000000000000e+03,-8.861493355863851660e-14,4.690786332527094317e-12,1.360119493110889266e+02,7.445265802817797873e-04,9.998589982386508757e-01,5.551115123125782702e-16
1.499000000000000000e+03,-8.861503395703528073e-14,4.690786656944252866e-12,1.360119545574195570e+02,7.408764219181898517e-04,9.998597615665637539e-01,2.220446049250313081e-16
1.500000000000000000e+03,-8.861513386807591069e-14,4.690786978811416344e-12,1.360119597571641918e+02,7.372439722138978769e-04,9.998605207607553780e-01,3.330669073875469621e-16
1.501000000000000000e+03,-8.861523329399702279e-14,4.690787298148789282e-12,1.360119649107247426e+02,7.336291463386564356e-04,9.998612758436268289e-01,5.551115123125782702e-16
1.502000000000000000e+03,-8.861533223702598158e-14,4.690787614976421924e-12,1.360119700184999658e+02,7.300318598622653919e-04,9.998620268374577291e-01,3.330669073875469621e-16
1.503000000000000000e+03,-8.861543069938089982e-14,4.690787929314196494e-12,1.360119750808850085e+02,7.264520287538260785e-04,9.998627737644053548e-01,4.440892098500626162e-16
1.504000000000000000e+03,-8.861552868327051234e-14,4.690788241181840118e-12,1.360119800982717209e+02,7.228895693778962820e-04,9.998635166465078550e-01,4.440892098500626162e-16
1.505000000000000000e+03,-8.861562619089459246e-14,4.690788550598927251e-12,1.360119850710486560e+02,7.193443984940889801e-04,9.998642555056839187e-01,4.440892098500626162e-16
1.506000000000000000e+03,-8.861572322444349770e-14,4.690788857584870786e-12,1.360119899996010133e+02,7.158164332549074062e-04,9.998649903637325531e-01,4.440892098500626162e-16
1.507000000000000000e+03,-8.861581978609861147e-14,4.690789162158929330e-12,1.360119948843108943e+02,7.123055912035808736e-04,9.998657212423350815e-01,3.330669073875469621e-16
1.508000000000000000e+03,-8.861591587803210329e-14,4.690789464340212049e-12,1.360119997255567625e+02,7.088117902729099921e-04,9.998664481630542555e-01,4.440892098500626162e-16
1.509000000000000000e+03,-8.861601150240716861e-14,4.690789764147671394e-12,1.360120045237143245e+02,7.053349487823408395e-04,9.998671711473376966e-01,3.330669073875469621e-16
1.510000000000000000e+03,-8.861610666137792781e-14,4.690790061600116840e-12,1.360120092791557624e+02,7.018749854375973089e-04,9.998678902165148985e-01,3.330669073875469621e-16
1.511000000000000000e+03,-8.861620135708937573e-14,4.690790356716195491e-12,1.360120139922502744e+02,6.984318193278813737e-04,9.998686053918002248e-01,3.330669073875469621e-16
1.512000000000000000e+03,-8.861629559167763412e-14,4.690790649514417132e-12,1.360120186633638468e+02,6.950053699244071372e-04,9.998693166942929089e-01,2.220446049250313081e-16
1.513000000000000000e+03,-8.861638936726986324e-14,4.690790940013139677e-12,1.360120232928593680e+02,6.915955570788350285e-04,9.998700241449776094e-01,4.440892098500626162e-16
1.514000000000000000e+03,-8.861648268598428715e-14,4.690791228230576449e-12,1.360120278810966568e+02,6.882023010207096152e-04,9.998707277647260749e-01,4.440892098500626162e-16
1.515000000000000000e+03,-8.861657554993019370e-14,4.690791514184795366e-12,1.360120324284325477e+02,6.848255223569027581e-04,9.998714275742954793e-01,4.440892098500626162e-16
1.516000000000000000e+03,-8.861666796120806073e-14,4.690791797893715713e-12,1.360120369352206353e+02,6.814651420690659520e-04,9.998721235943308638e-01,4.440892098500626162e-16
1.517000000000000000e+03,-8.861675992190951822e-14,4.690792079375122681e-12,1.360120414018116719e+02,6.781210815117538976e-04,9.998728158453659143e-01,2.220446049250313081e-16
1.518000000000000000e+03,-8.861685143411736092e-14,4.690792358646656058e-12,1.360120458285533402e+02,6.747932624117763652e-04,9.998735043478216289e-01,3.330669073875469621e-16
1.519000000000000000e+03,-8.861694249990566190e-14,4.690792635725810229e-12,1.360120502157905662e+02,6.714816068651126638e-04,9.998741891220089828e-01,4.440892098500626162e-16
1.520000000000000000e+03,-8.861703312133970951e-14,4.690792910629948717e-12,1.360120545638650071e+02,6.681860373356095142e-04,9.998748701881295942e-01,4.440892098500626162e-16
1.521000000000000000e+03,-8.861712330047622191e-14,4.690793183376295297e-12,1.360120588731157056e+02,6.649064766540177356e-04,9.998755475662740588e-01,3.330669073875469621e-16
1.522000000000000000e+03,-8.861721303936294315e-14,4.690793453981929148e-12,1.360120631438786347e+02,6.616428480157026271e-04,9.998762212764241708e-01,5.551115123125782702e-16
1.523000000000000000e+03,-8.861730234003923646e-14,4.690793722463800202e-12,1.360120673764870958e+02,6.583950749782508088e-04,9.998768913384549206e-01,3.330669073875469621e-16
1.524000000000000000e+03,-8.861739120453573078e-14,4.690793988838725106e-12,1.360120715712713775e+02,6.551630814616331766e-04,9.998775577721311647e-01,3.330669073875469621e-16
1.525000000000000000e+03,-8.861747963487449748e-14,4.690794253123380757e-12,1.360120757285589832e+02,6.519467917447151813e-04,9.998782205971120662e-01,3.330669073875469621e-16
1.526000000000000000e+03,-8.861756763306902515e-14,4.690794515334314808e-12,1.360120798486748015e+02,6.487461304644335939e-04,9.998788798329495409e-01,4.440892098500626162e-16
1.527000000000000000e+03,-8.861765520112432053e-14,4.690794775487944855e-12,1.360120839319407366e+02,6.455610226137592890e-04,9.998795354990901441e-01,3.330669073875469621e-16
1.528000000000000000e+03,-8.861774234103680754e-14,4.690795033600553592e-12,1.360120879786760213e+02,6.423913935407762161e-04,9.998801876148741830e-01,3.330669073875469621e-16
1.529000000000000000e+03,-8.861782905479449141e-14,4.690795289688296083e-12,1.360120919891972449e+02,6.392371689462124536e-04,9.998808361995371596e-01,3.330669073875469621e-16
1.530000000000000000e+03,-8.861791534437693338e-14,4.690795543767200568e-12,1.360120959638183251e+02,6.360982748823093861e-04,9.998814812722104373e-01,4.440892098500626162e-16
1.531000000000000000e+03,-8.861800121175526334e-14,4.690795795853164425e-12,1.360120999028503093e+02,6.329746377504747324e-04,9.998821228519223503e-01,3.330669073875469621e-16
1.532000000000000000e+03,-8.861808665889236917e-14,4.690796045961963861e-12,1.360121038066018002e+02,6.298661843010505256e-04,9.998827609575962061e-01,4.440892098500626162e-16
1.533000000000000000e+03,-8.861817168774245499e-14,4.690796294109239377e-12,1.360121076753786156e+02,6.267728416302031881e-04,9.998833956080541707e-01,4.440892098500626162e-16
1.534000000000000000e+03,-8.861825630025179841e-14,4.690796540310519186e-12,1.360121115094841286e+02,6.236945371789247641e-04,9.998840268220166028e-01,3.330669073875469621e-16
1.535000000000000000e+03,-8.861834049835811949e-14,4.690796784581204683e-12,1.360121153092190411e+02,6.206311987320431520e-04,9.998846546181002770e-01,4.440892098500626162e-16
1.536000000000000000e+03,-8.861842428399092152e-14,4.690797026936563165e-12,1.360121190748815536e+02,6.175827544154604241e-04,9.998852790148230474e-01,4.440892098500626162e-16
1.537000000000000000e+03,-8.861850765907161724e-14,4.690797267391758533e-12,1.360121228067671382e+02,6.145491326950623364e-04,9.998859000306021816e-01,3.330669073875469621e-16
1.538000000000000000e+03,-8.861859062551326375e-14,4.690797505961822209e-12,1.360121265051689932e+02,6.115302623760763721e-04,9.998865176837531399e-01,4.440892098500626162e-16
1.539000000000000000e+03,-8.861867318522071402e-14,4.690797742661666064e-12,1.360121301703777021e+02,6.085260725995531809e-04,9.998871319924943490e-01,3.330669073875469621e-16
1.540000000000000000e+03,-8.861875534009086929e-14,4.690797977506092105e-12,1.360121338026814328e+02,6.055364928426226669e-04,9.998877429749442047e-01,4.440892098500626162e-16
1.541000000000000000e+03,-8.861883709201232567e-14,4.690798210509774712e-12,1.360121374023657950e+02,6.025614529158734725e-04,9.998883506491231810e-01,4.440892098500626162e-16
1.542000000000000000e+03,-8.861891844286566447e-14,4.690798441687276787e-12,1.360121409697139825e+02,5.996008829620681985e-04,9.998889550329542741e-01,3.330669073875469621e-16
1.543000000000000000e+03,-8.861899939452345213e-14,4.690798671053044101e-12,1.360121445050069724e+02,5.966547134551979797e-04,9.998895561442621149e-01,4.440892098500626162e-16
1.544000000000000000e+03,-8.861907994885015194e-14,4.690798898621409337e-12,1.360121480085230132e+02,5.937228751975449480e-04,9.998901540007764099e-01,3.330669073875469621e-16
1.545000000000000000e+03,-8.861916010770226285e-14,4.690799124406587237e-12,1.360121514805383072e+02,5.908052993198567885e-04,9.998907486201290551e-01,3.330669073875469621e-16
1.546000000000000000e+03,-8.861923987292828160e-14,4.690799348422681070e-12,1.360121549213264416e+02,5.879019172785318256e-04,9.998913400198573553e-01,4.440892098500626162e-16
1.547000000000000000e+03,-8.861931924636880368e-14,4.690799570683685051e-12,1.360121583311588438e+02,5.850126608544726960e-04,9.998919282174035805e-01,4.440892098500626162e-16
1.548000000000000000e+03,-8.861939822985653601e-14,4.690799791203478690e-12,1.360121617103046106e+02,5.821374621517255666e-04,9.998925132301149654e-01,3.330669073875469621e-16
1.549000000000000000e+03,-8.861947682521620851e-14,4.690800009995831635e-12,1.360121650590304512e+02,5.792762535963439990e-04,9.998930950752441538e-01,4.440892098500626162e-16
1.550000000000000000e+03,-8.861955503426476349e-14,4.690800227074402060e-12,1.360121683776008581e+02,5.764289679337075006e-04,9.998936737699516408e-01,4.440892098500626162e-16
1.551000000000000000e+03,-8.861963285881133037e-14,4.690800442452747164e-12,1.360121716662781068e+02,5.735955382283959743e-04,9.998942493313036639e-01,4.440892098500626162e-16
1.552000000000000000e+03,-8.861971030065718784e-14,4.690800656144306210e-12,1.360121749253220855e+02,5.707758978616294830e-04,9.998948217762746449e-01,3.330669073875469621e-16
1.553000000000000000e+03,-8.861978736159587742e-14,4.690800868162419908e-12,1.360121781549906643e+02,5.679699805307088017e-04,9.998953911217463020e-01,3.330669073875469621e-16
1.554000000000000000e+03,-8.861986404341316564e-14,4.690801078520315877e-12,1.360121813555394681e+02,5.651777202469101136e-04,9.998959573845087601e-01,4.440892098500626162e-16
1.555000000000000000e+03,-8.861994034788710710e-14,4.690801287231120763e-12,1.360121845272218195e+02,5.623990513338275902e-04,9.998965205812626600e-01,4.440892098500626162e-16
1.556000000000000000e+03,-8.862001627678817075e-14,4.690801494307859429e-12,1.360121876702890233e+02,5.596339084268312902e-04,9.998970807286159390e-01,3.330669073875469621e-16
1.557000000000000000e+03,-8.862009183187902525e-14,4.690801699763445264e-12,1.360121907849900253e+02,5.568822264707546646e-04,9.998976378430879386e-01,3.330669073875469621e-16
1.558000000000000000e+03,-8.862016701491477882e-14,4.690801903610695528e-12,1.360121938715719807e+02,5.541439407191415785e-04,9.998981919411075170e-01,3.330669073875469621e-16
1.559000000000000000e+03,-8.862024182764292877e-14,4.690802105862322469e-12,1.360121969302796572e+02,5.514189867320544881e-04,9.998987430390149367e-01,5.551115123125782702e-16
1.560000000000000000e+03,-8.862031627180346245e-14,4.690802306530938974e-12,1.360121999613558614e+02,5.487073003749991284e-04,9.998992911530623084e-01,5.551115123125782702e-16
1.561000000000000000e+03,-8.862039034912870577e-14,4.690802505629057767e-12,1.360122029650412685e+02,5.460088178177426249e-04,9.998998362994129252e-01,3.330669073875469621e-16
1.562000000000000000e+03,-8.862046406134356307e-14,4.690802703169090595e-12,1.360122059415745639e+02,5.433234755330258953e-04,9.999003784941420392e-01,5.551115123125782702e-16
1.563000000000000000e+03,-8.862053741016535297e-14,4.690802899163349041e-12,1.360122088911923015e+02,5.406512102940606596e-04,9.999009177532390824e-01,4.440892098500626162e-16
1.564000000000000000e+03,-8.862061039730408610e-14,4.690803093624051790e-12,1.360122118141291310e+02,5.379919591743612811e-04,9.999014540926057792e-01,3.330669073875469621e-16
1.565000000000000000e+03,-8.862068302446217479e-14,4.690803286563315744e-12,1.360122147106176556e+02,5.353456595461407973e-04,9.999019875280575897e-01,4.440892098500626162e-16
1.566000000000000000e+03,-8.862075529333473597e-14,4.690803477993164105e-12,1.360122175808883185e+02,5.327122490778219170e-04,9.999025180753250419e-01,3.330669073875469621e-16
1.567000000000000000e+03,-8.862082720560946498e-14,4.690803667925523136e-12,1.360122204251699429e+02,5.300916657344413195e-04,9.999030457500522884e-01,3.330669073875469621e-16
1.568000000000000000e+03,-8.862089876296666078e-14,4.690803856372223781e-12,1.360122232436891352e+02,5.274838477747256695e-04,9.999035705677993269e-01,4.440892098500626162e-16
1.569000000000000000e+03,-8.862096996707939007e-14,4.690804043345004089e-12,1.360122260366705973e+02,5.248887337502854047e-04,9.999040925440420002e-01,5.551115123125782702e-16
1.570000000000000000e+03,-8.862104081961342415e-14,4.690804228855510828e-12,1.360122288043372123e+02,5.223062625043674691e-04,9.999046116941722184e-01,3.330669073875469621e-16
1.571000000000000000e+03,-8.862111132222716323e-14,4.690804412915293830e-12,1.360122315469098453e+02,5.197363731708346457e-04,9.999051280334974035e-01,4.440892098500626162e-16
1.572000000000000000e+03,-8.862118147657183832e-14,4.690804595535814069e-12,1.360122342646076277e+02,5.171790051718194508e-04,9.999056415772430428e-01,5.551115123125782702e-16
1.573000000000000000e+03,-8.862125128429147342e-14,4.690804776728439626e-12,1.360122369576475876e+02,5.146340982169355944e-04,9.999061523405521346e-01,4.440892098500626162e-16
1.574000000000000000e+03,-8.862132074702283500e-14,4.690804956504448914e-12,1.360122396262451048e+02,5.121015923023836212e-04,9.999066603384848539e-01,4.440892098500626162e-16
1.575000000000000000e+03,-8.862138986639564659e-14,4.690805134875032296e-12,1.360122422706136263e+02,5.095814277087311155e-04,9.999071655860205521e-01,2.220446049250313081e-16
1.576000000000000000e+03,-8.862145864403241203e-14,4.690805311851289665e-12,1.360122448909647801e+02,5.070735450005814772e-04,9.999076680980559795e-01,3.330669073875469621e-16
1.577000000000000000e+03,-8.862152708154852916e-14,4.690805487444230439e-12,1.360122474875084606e+02,5.045778850240300586e-04,9.999081678894088387e-01,3.330669073875469621e-16
1.578000000000000000e+03,-8.862159518055231495e-14,4.690805661664781642e-12,1.360122500604526010e+02,5.020943889065672362e-04,9.999086649748152311e-01,4.440892098500626162e-16
1.579000000000000000e+03,-8.862166294264511917e-14,4.690805834523779016e-12,1.360122526100035429e+02,4.996229980544315483e-04,9.999091593689330981e-01,2.220446049250313081e-16
1.580000000000000000e+03,-8.862173036942119817e-14,4.690806006031975909e-12,1.360122551363657237e+02,4.971636541534097276e-04,9.999096510863378917e-01,4.440892098500626162e-16
1.581000000000000000e+03,-8.862179746246770222e-14,4.690806176200033582e-12,1.360122576397419323e+02,4.947162991648704732e-04,9.999101401415289025e-01,4.440892098500626162e-16
1.582000000000000000e+03,-8.862186422336505419e-14,4.690806345038538975e-12,1.360122601203331385e+02,4.922808753264594234e-04,9.999106265489259293e-01,4.440892098500626162e-16
1.583000000000000000e+03,-8.862193065368653303e-14,4.690806512557985329e-12,1.360122625783386354e+02,4.898573251502517847e-04,9.999111103228699449e-01,4.440892098500626162e-16
1.584000000000000000e+03,-8.862199675499856405e-14,4.690806678768787525e-12,1.360122650139560676e+02,4.874455914210177156e-04,9.999115914776250946e-01,3.330669073875469621e-16
1.585000000000000000e+03,-8.862206252886068110e-14,4.690806843681276435e-12,1.360122674273812891e+02,4.850456171959355019e-04,9.999120700273771423e-01,3.330669073875469621e-16
1.586000000000000000e+03,-8.862212797682548864e-14,4.690807007305698921e-12,1.360122698188085053e+02,4.826573458019800924e-04,9.999125459862361343e-01,3.330669073875469621e-16
1.587000000000000000e+03,-8.862219310043893949e-14,4.690807169652225911e-12,1.360122721884302734e+02,4.802807208359770926e-04,9.999130193682347345e-01,5.551115123125782702e-16
1.588000000000000000e+03,-8.862225790123993088e-14,4.690807330730939477e-12,1.360122745364375305e+02,4.779156861621124065e-04,9.999134901873304448e-01,3.330669073875469621e-16
1.589000000000000000e+03,-8.862232238076069573e-14,4.690807490551850604e-12,1.360122768630195367e+02,4.755621859122176527e-04,9.999139584574037176e-01,4.440892098500626162e-16
1.590000000000000000e+03,-8.862238654052665124e-14,4.690807649124879807e-12,1.360122791683639889e+02,4.732201644826221831e-04,9.999144241922616194e-01,3.330669073875469621e-16
1.591000000000000000e+03,-8.862245038205665125e-14,4.690807806459882972e-12,1.360122814526568504e+02,4.708895665351149878e-04,9.999148874056340563e-01,5.551115123125782702e-16
1.592000000000000000e+03,-8.862251390686251929e-14,4.690807962566623095e-12,1.360122837160826066e+02,4.685703369931386569e-04,9.999153481111792141e-01,4.440892098500626162e-16
1.593000000000000000e+03,-8.862257711644973013e-14,4.690808117454796928e-12,1.360122859588241795e+02,4.662624210430938386e-04,9.999158063224787840e-01,4.440892098500626162e-16
1.594000000000000000e+03,-8.862264001231686705e-14,4.690808271134015600e-12,1.360122881810628428e+02,4.639657641312083889e-04,9.999162620530425150e-01,3.330669073875469621e-16
1.595000000000000000e+03,-8.862270259595597527e-14,4.690808423613822384e-12,1.360122903829783354e+02,4.616803119638513016e-04,9.999167153163056598e-01,4.440892098500626162e-16
1.596000000000000000e+03,-8.862276486885243569e-14,4.690808574903674926e-12,1.360122925647489467e+02,4.594060105045228554e-04,9.999171661256320842e-01,3.330669073875469621e-16
1.597000000000000000e+03,-8.862282683248520473e-14,4.690808725012967059e-12,1.360122947265512323e+02,4.571428059747314077e-04,9.999176144943116018e-01,4.440892098500626162e-16
1.598000000000000000e+03,-8.862288848832642307e-14,4.690808873951005372e-12,1.360122968685604974e+02,4.548906448509930280e-04,9.999180604355631941e-01,5.551115123125782702e-16
